intro_location,gender,age,education,occupation,marital_status,occupation_partner,hh_members_total,hh_member_rela_1,hh_educ_1,hh_occ_1,hh_age_1,hh_kids_1,hh_live_1,hh_member_rela_2,hh_educ_2,hh_occ_2,hh_age_2,hh_kids_2,hh_live_2,hh_member_rela_3,hh_educ_3,hh_occ_3,hh_age_3,hh_kids_3,hh_live_3,hh_member_rela_4,hh_educ_4,hh_occ_4,hh_age_4,hh_kids_4,hh_live_4,A15_5,A16_5,A17_5,hh_age_5,hh_kids_5,A20_5,A15_6,A16_6,A17_6,hh_age_6,hh_kids_6,hh_children,child_count,child1_educ,child1_occ,talked_to_yesterday,H2i1,H2i2,H2i3,H2i4,H2i5,H2i6,friends,family,clients,talk_to_most,paid_expenses,fund_I2_1,fund_I2i,paid_for_you,fund_I4_1,fund_I4i,chama,chama_freq,loan,fund_I7i,fund_I8_1,friend_loan,fund_I10_1,med_insurance,med_i_used,med_i_for,med_source_funds,fund_I15,need_source,sofa,chairs,bed,fund_I17_4,cellphone,mattress,own_savings,loan_relatives,gifts,loans_from_friends,gifts_from_friends,fund_I19_6,fund_I19_7,fund_I19_8,church,church_members,church_friends,church_loan,most_food,fav_hobbie,floor,USAIDJ3_1,showers,toilet,rooms,water_source,main_toilet,electricity,refrigerator,USAIDJ11,own_house,jiko_coal,iron,USAIDJ14,radio,radio_cassette,electric_gas_cooker,charcoal_iron,livestock,personal_daily_income,hh_daily_income,passed_away_5,passed_away_10,hh_chronic_illness5,hh_chronic_illness10,main_finance,second_finance,savings_account,interests,shares,collateral,guarantor,investment,inflation,pension,mortgage,nssf,nhif,adr,nairobi_se,deposit_protection_fund,credit_ref,policy_comp,finlitK4_8,crb_report,scam_invest,scam_invest12,scam_lost,FA_bank,FA_ins_comp,other_spec,fin_prov_trust1,fin_prov_trust2,high_interest,low_interest,old_worry,reg_aside_particular,reg_aside_unexpected,paln_allocate_money,live_today,trouble_money_last,finlitK26,loan_for_loan,live_minus_bank,finlitK29,finlitK30_1,mpesa_comfort,mshwari_account,mshwari_comfort,L3,L5,L7,mpesa,mshwari,duration,age40_49,age50_59,age60_69,age70_up,age_sum,educ_sum,relationship,total_educ,total_age_children,very_poor,not_very_poor,not_org_floor,piped_water,flush_toilet,home_elec,time_pref,urban,peri_urban,rural,bank,ag_land,network_comfort,sleeping,small_bus_owner,small_bus_partner,inf_sec_worker,casual_worker,hh_very_poor,pat_index2,pat_index3,random,insample,pat_index2_10,pat_index2_20,pat_index2_35,lpat_index2
Kibera,Male,50,Form 4,Electrician,"Monogamous couple (one man, one wife)",Casual worker,4,oldest/only spouse,Standard 7,Casual worker,48,Yes,Yes,self/respondent,Form 4,Electrician,50,Yes,Yes,own child,Standard 8,Not working,14,,,own child,Standard 2,Not working,6,,,,,,,,,,,,,,Yes,1,Standard 8,Casual worker,30,6,5,5,5,6,2,26,1,26,Client,Yes,oldest/only spouse,8,Yes,oldest/only spouse,4,Yes,4,No,,,Yes,Medical expenses/ emergency,No,,,"Own savings,loans from friends,well wishers,,selling of own assets","Conduct a harambee,loans from friends and neighbors,selling of own assets ",Yes,Cellphone,Sofa,Chairs,Table,Agricultural land,,Own savings,,,,,,,,No,,,,"Ugali,fish,chicken,githeri,meat",Relaxing with friends and drinking alcohol,Cement,Paraffin stove,0,0,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,No,No,No,No,1000,1500,No,No,Yes,Yes,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Investment,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Friends/Family,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Microfinance,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Putting food on the table,Listened to radio,7,Yes,7,1,1,0,1,1,57.366665,,1,,,50-59,Secondary,1,9,118,0,0,1,0,0,1,1,1,0,0,0,1,4.3666668,0,0,0,0,0,0,0.38461539,0.375,0.62340379,1,0,0,1,0.32542241
Kibera,Female,52,Form 4,40,Separated or Divorced,,6,self/respondent,Standard 4,40,52,Yes,Yes,own child,Standard 8,Not working,17,No,,own child,Standard 8,Not working,13,,,own child,Standard 3,Not working,10,,,own child,Standard 2,Not working,7,,,own child,Pre-school,Not working,5,,No,,,,5,7,6,5,5,5,,5,0,0,neigbour,Yes,own child,2,No,,,No,,,,,,,No,,,"Solicit  from political leaders, loan from Tosca or sacco","Sought for contributions from neighbors, and friends",Yes,Sofa,Chairs,Bed,Refridgerator,Other agricultural machines or tools,,Own savings,Gift from relatives,Gift from friends,Merry-go-round (ROSCA),,,,,Yes,50,5,5,"Ugali, rice beans",Cleaning her house,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,Yes,500,500,No,No,No,No,You ,You ,Shares,Guarantor,Pension,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,No,,,Friends/Family,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)","Mobile Money Provider (MPESA, Airtel money, Orange money)","Mobile Money Provider (MPESA, Airtel money, Orange money)",ASCA/ROSCA/chama,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Keeping in touch with friends and family,Attended social gathering/meeting,6,Yes,1,0,0,1,1,0,55,,1,,,50-59,Secondary,0,0,104,0,0,1,1,0,1,1,1,0,0,0,0,5.5999999,0,0,0,0,0,0,0.46153846,0.25,0.26795542,1,0,0,0,0.37948963
Kibera,Male,49,Form 4,Own a small business,"Monogamous couple (one man, one wife)",Casual worker,2,self/respondent,Form 4,Own a small business,49,Yes,No,oldest/only spouse,Form 4,Casual worker,44,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,University 4,40,28,7,5,6,6,4,5,9,1,18,Client,Yes,oldest/only spouse,8,Yes,Relative,3,No,,,,,,,No,,,"Harambee,sell of family assets,","Conduct harambee,to sell her assests",Yes,Cellphone,Sofa,Chairs,Table,Bed,Mattress,Own savings,Loan from relatives,Loan from friends,Bank loan,,,,,No,,,,"Ugali,githeri,rice,mukimo","Spending with friends,drinking alcohol",Cement,Paraffin stove,0,0,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,No,No,,Yes,Yes,No,No,No,500,1000,No,No,Yes,Yes,You ,Spouse,Savings account,Interest,Shares,Investment,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,No,No,Friends/Family,Radio,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Microfinance,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Putting food on the table,Watched television,7,Yes,7,1,1,0,1,1,41.25,1,,,,40-49,Secondary,1,36,93,0,0,1,0,0,1,1,1,0,0,0,0,2.6785715,0,1,0,0,0,0,0.30769232,0.25,0.51916802,1,0,0,1,0.268264
Kibera,Male,40,Form 3,Electrician,"Monogamous couple (one man, one wife)",Tailor,6,self/respondent,Form 3,Electrician,40,Yes,Yes,oldest/only spouse,Form 2,Tailor,33,Yes,Yes,own child,Standard 6,Not working,12,,,own child,Standard 4,Not working,9,,,own child,Pre-school,Not working,4,,,own child,None,Not working,1,,Yes,1,Standard 8,Not working,6,6,5,3,7,6,4,2,2,2,Client,Yes,oldest/only spouse,1,Yes,aunt/uncle,1,Yes,4,Yes,5,School expenses,Yes,Medical expenses/ emergency,No,,,Friends and family contributions,Organize a fundraiser,Yes,Cellphone,Chairs,Generator,Car battery/inverter,Other agricultural machines or tools,,Loan from relatives,Gift from relatives,Loan from friends,Gift from friends,Merry-go-round (ROSCA),,,,Yes,100,100,70,"Omena, eggs",Play volleyball,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,No,Yes,No,No,Yes,500,500,Yes,No,No,No,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),,,,,No,Yes,No,No,Microfinance,Chama/ROSCA,,Bank,Microfinance,Bank,ASCA/ROSCA/chama,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Educating yourself or your family,Watched television,7,Yes,7,1,1,0,1,1,54.983334,1,,,,40-49,Secondary,1,9,99,0,0,1,1,0,1,1,1,0,0,0,0,5.1666665,0,0,0,0,0,0,0.61538464,0.375,0.89917368,1,0,0,0,0.4795731
Kibera,Female,44,Standard 7,Own a small business,"Monogamous couple (one man, one wife)",Artisan,8,self/respondent,Standard 7,Own a small business,44,Yes,Yes,oldest/only spouse,Standard 7,Artisan,50,No,,own child,Form 4,Driver,27,No,,own child,Form 4,40,24,No,,own child,Form 4,Run an Mpesa kiosk,22,No,,own child,Form 4,Not working,19,No,No,,,,4,7,6,5,6,,,4,0,0,grandchild,Yes,parent,5,Yes,oldest/only spouse,5,Yes,4,Yes,4,School expenses,Yes,Medical expenses/ emergency,No,,,"Contributions from friends, sell an asset",Sources from friends,Yes,Sofa,Chairs,Bicycle,,Other agricultural machines or tools,,Own savings,Gift from relatives,Gift from friends,Merry-go-round (ROSCA),,,,,Yes,500,5,5,Vegetables,Hand sewing,Cement,Biogas,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,Yes,No,No,No,500,2000,No,No,No,No,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Guarantor,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,No,No,Friends/Family,,,ASCA/ROSCA/chama,SACCO,ASCA/ROSCA/chama,Bank,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Educating yourself or your family,Watched television,7,No,,1,1,0,1,1,94.849998,1,,,,40-49,Primary,1,0,206,0,0,1,1,0,1,1,1,0,0,0,0,6,0,1,0,0,0,0,0.53846157,0.5,0.98360527,1,0,0,0,0.43078294
Kibera,Female,46,Standard 7,Own a small business,Separated or Divorced,,4,self/respondent,Standard 7,Own a small business,46,Yes,Yes,own child,Standard 7,Driver,28,No,,own child,Form 4,Not working,25,No,,own child,Form 1,Not working,15,,,,,,,,,,,,,,No,,,,8,4,5,7,3,3,6,3,2,0,Relative,No,,,Yes,Relative,2,Yes,2,Yes,4,Food emergency,No,,No,,,"Contributions from friends , seek for well wishers",Ask the family organize for harambee,Yes,Sewing Machine,,,,Cellphone,Bed,Merry-go-round (ROSCA),,,,,,,,Yes,60,20,8,Ugali and vegetables,Go to church,Cement,Paraffin stove,0,0,2,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,Yes,No,200,300,Yes,No,Yes,No,You ,Chidren,Savings account,Interest,Shares,Guarantor,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Chama/ROSCA,,,Bank,Insurance company,Bank,Mshwari/KCB M-PESA,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Having children or getting married ,Talked to neighbor,6,Yes,6,1,0,1,1,1,87.599998,1,,,,40-49,Primary,0,0,114,0,1,1,1,0,1,0.5,1,0,0,0,0,4.5,0,1,0,0,0,0,0.38461539,0.25,0.3188431,1,0,0,1,0.32542241
Kibera,Male,40,Standard 8,Own a small business,"Monogamous couple (one man, one wife)",Work in a store,4,self/respondent,Standard 8,Own a small business,40,Yes,Yes,oldest/only spouse,Form 4,Work in a store,32,Yes,Yes,own child,None,Not working,2,,,brother/sister-in-law,Form 4,Not working,26,Yes,No,,,,,,,,,,,,Yes,3,Standard 7,Not working,10,5,4,6,5,7,4,7,3,0,own child,Yes,aunt/uncle,1,No,,,Yes,4,No,,,No,,Yes,No,,Contributions from friends,Ask for contributions from friends and neighbours,Yes,Chairs,Television,,,"Other non-agricultural machines, tools or appliances for your home or business ",,Loan from relatives,Gift from relatives,Loan from friends,Gift from friends,,,,,Yes,150,10,0,Wali,Taking a rest in the house,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,1,2,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,Yes,400,800,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Investment,Inflation,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,No,No,,,Bank,SACCO,,Bank,Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Bank,Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Other,Attended social gathering/meeting,7,Yes,3,1,0,1,1,0,68.849998,1,,,,40-49,Primary,1,18,100,0,0,1,0,0,1,1,1,0,0,1,0,4.5,0,1,0,0,0,0,0.38461539,0.25,0.52212745,1,0,0,1,0.32542241
Kibera,Female,40,Standard 8,Own a small business,Widow/widower,,6,self/respondent,Standard 8,Own a small business,40,Yes,Yes,own child,College 1,Not working,21,Yes,No,own child,Standard 7,Not working,13,,,own child,Standard 3,Not working,8,,,own child,Standard 3,Not working,8,,,nephew/niece,Standard 6,Not working,12,,No,,,,13,4,6,2,6,4,7,5,3,5,parent,Yes,parent,3,No,,,Yes,4,No,,,No,,No,,,Savings from business and wage earnings,Organize a harambee,Yes,"Radio, Tape or CD-Player",Television,,,Agricultural land,,Own savings,Gift from relatives,Loan from friends,Gift from friends,,,,,Yes,28,5,2,Ugali and fish,Drinking soda,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,2,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,500,500,No,No,Yes,Yes,You ,Chidren,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,No,No,,,Chama/ROSCA,Radio,,Bank,Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Bank,Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Listened to radio,3,Yes,2,1,1,0,0,0,70.866669,1,,,,40-49,Primary,0,0,102,0,0,1,0,0,1,1,1,0,0,0,1,4.2307692,0,1,0,0,0,0,0.69230771,0.75,0.56181121,1,0,0,0,0.52609313
Kibera,Male,57,Form 2,Artisan,"Monogamous couple (one man, one wife)",Farmer,3,self/respondent,Form 2,Artisan,57,Yes,Yes,own child,University 1,Not working,21,No,,sibling,Form 4,Mason,58,No,,,,,,,,,,,,,,,,,,,No,,,,15,7,7,6,7,5,7,2,0,0,Other unrelated,No,,,No,,,No,,,,,,,Yes,No,," Fund raising , ",Organize fund raising,Yes,Agricultural land,,,,Cellphone,Chairs,SACCO,,,,,,,,Yes,35,35,35,Ugali,Sudying,Cement,Paraffin stove,0,0,1,Piped into dwelling,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,No,No,,No,No,No,No,No,500,500,No,Yes,Yes,No,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Don‰Ûªt know,,,SACCO,Bank,Bank,SACCO,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Putting food on the table,Gone to work,7,No,,1,1,0,1,1,63.133335,,1,,,50-59,Secondary,1,0,136,0,0,1,1,0,1,1,1,0,0,0,0,4.5333333,0,0,0,0,0,0,0.23076923,0,0.38810298,1,0,1,1,0.20763937
Kibera,Female,48,Form 4,Own a small business,"Monogamous couple (one man, one wife)",40,8,self/respondent,Form 4,Own a small business,48,Yes,Yes,oldest/only spouse,Form 4,40,51,Yes,Yes,own child,Form 2,Casual worker,25,Yes,Yes,own child,College 2,Not working,19,No,,own child,Form 3,Not working,14,,,own child,Standard 3,Not working,7,,No,,,,7,7,3,1,4,4,3,1,3,3,oldest/only spouse,Yes,own child,2,Yes,oldest/only spouse,2,Yes,4,Yes,2,School expenses,Yes,Business investment,No,,,"Contributions from family members and friends, savings from business",Seek contributions from well wishers,Yes,Livestock ,,,,Agricultural land,,Own savings,Gift from relatives,Gift from friends,,,,,,Yes,2500,20,8,Ugali and vegetables,Taking a rest,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,3,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,500,1200,No,No,No,No,Jointly with spouse,Chidren,Savings account,Interest,Shares,Guarantor,Investment,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,,,No,No,,,Friends/Family,Radio,,Bank,Microfinance,Bank,SACCO,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Listened to radio,6,No,,1,1,1,1,1,151.85001,1,,,,40-49,Secondary,1,0,173,0,0,1,0,0,1,1,1,0,0,0,1,3.4285715,0,1,0,0,0,0,0.61538464,0.5,0.26082557,1,0,0,0,0.4795731
Kibera,Female,45,Standard 8,Casual worker,"Monogamous couple (one man, one wife)",Casual worker,4,self/respondent,Standard 8,Casual worker,45,Yes,Yes,own child,Standard 8,Casual worker,25,No,,own child,Standard 5,Not working,10,,,oldest/only spouse,Standard 7,Casual worker,56,Yes,Yes,,,,,,,,,,,,No,,,,20,2,7,6,7,6,2,7,0,2,Client,Yes,own child,3,Yes,Other unrelated,1,Yes,4,Yes,2,School expenses,Yes,School expenses,No,,,"Fund raising, taking loan from groups","Sale apiece of land , or livestock",No,Agricultural land,,,,Cellphone,Mattress,Loan from friends,,,,,,,,Yes,30,30,20,Ugali and sukuma,Bible reading,Cement,Paraffin stove,0,0,1,Public tap,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,No,No,No,No,Yes,200,500,No,No,No,No,You ,Chidren,Savings account,Interest,Shares,Investment,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),,,,,,No,No,,,SACCO,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Mshwari/KCB M-PESA,Bank,SACCO,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Putting food on the table,Watched television,6,No,,1,0,0,1,1,84.066666,1,,,,40-49,Primary,1,0,136,0,1,1,0,0,1,1,1,0,0,0,0,3.25,0,0,0,0,1,0,0.38461539,0.25,0.56406075,1,0,0,1,0.32542241
Kibera,Female,52,None,Own a small business,"Monogamous couple (one man, one wife)",Priest,6,self/respondent,None,Own a small business,52,Yes,Yes,oldest/only spouse,Standard 7,Priest,56,Yes,Yes,own child,Form 1,Not working,17,No,,own child,Standard 6,Not working,15,,,own child,Standard 4,Not working,7,,,own child,Standard 3,Not working,6,,No,,,,4,5,4,2,2,,,2,2,0,oldest/only spouse,Yes,own child,2,No,,,Yes,30,Yes,1,Home repairs,Yes,Refuse to answer (FO please tell the respondent that all data is confidential and private),No,,,"Would work so that they are able to raise the funds,borrow","Fundraising,borrowing",No,Cellphone,,,,Cellphone,,Loan from relatives,Loan from friends,,,,,,,Yes,40,3,0,Githeri,Resting,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,No,40,200,Yes,No,No,No,Spouse,You ,Savings account,Interest,Shares,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Don‰Ûªt know,,,ASCA/ROSCA/chama,"Informal moneylender (shop keeper, village elder who lends money)",Don't know,ASCA/ROSCA/chama,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Building a house/Improving your house ,Listened to radio,5,No,,1,0,0,1,1,96.833336,,1,,,50-59,None,1,0,153,1,,1,1,0,1,1,1,0,0,0,0,3.25,0,1,0,0,0,0,0.38461539,0.25,0.91886139,1,0,0,1,0.32542241
Kibera,Female,40,Standard 7,Not working,"Monogamous couple (one man, one wife)",Mason,9,self/respondent,Standard 7,Not working,40,Yes,Yes,oldest/only spouse,Standard 8,Mason,47,Yes,Yes,own child,Form 3,Not working,18,No,,own child,Form 2,Not working,16,,,own child,Standard 4,Not working,13,,,own child,Standard 4,Not working,12,,Yes,1,Standard 8,40,10,7,7,7,6,7,7,10,1,1,oldest/only spouse,No,,,No,,,Yes,30,No,,,Yes,Home repairs,No,,,"Medical Insurance,Bank Loans,Help from Self Help Groups,Fundraising through proforma forms, Seeking assistance from relatives.",Borrow a loan for her through a chama,Yes,Sofa,Cupboard/Dressers,Television,Agricultural land,"Other non-agricultural machines, tools or appliances for your home or business ",,Gift from relatives,,,,,,,,Yes,40,0,2,"Ugali ,vegetables, Eggs",Sleeping,Earth,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,Yes,No,No,150,200,No,No,Yes,No,Spouse,Spouse,Savings account,Interest,Shares,Guarantor,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),,,,No,Yes,Yes,Yes,Other (SPECIFY),,Husband,Bank,ASCA/ROSCA/chama,Bank,ASCA/ROSCA/chama,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Talked to neighbor,7,Yes,7,1050,0,0,0,1,1,92.816666,1,,,,40-49,Primary,1,9,161,0,1,0,1,0,1,0.5,1,0,0,0,0,5.8000002,1,0,0,0,0,0,0.30769232,0.25,0.94310778,1,0,0,1
Kibera,Female,40,Standard 3,Not working,Polygamous marriage (more than one wife),,5,self/respondent,Standard 3,Not working,40,Yes,Yes,oldest/only spouse,Standard 6,Mason,78,Yes,Yes,own child,Standard 1,Not working,8,,,own child,Pre-school,Not working,6,,,own child,None,Not working,5,,,,,,,,Yes,1,Standard 6,Not working,7,7,6,5,4,3,2,3,1,3,neigbour,No,,,No,,,No,,,,,,,No,,,Fundraising,"Call her relatives to fundraise money,Sell Assets",Yes,Chairs,Table,"Radio, Tape or CD-Player",Television,Other agricultural machines or tools,,Gift from friends,,,,,,,,No,,,,"Ugali,Vegetables Omena",sitting,Cement,Paraffin stove,0,0,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,Yes,No,No,Yes,0,300,Yes,Yes,No,No,Spouse,You ,Savings account,Guarantor,,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,Yes,No,Bank,,,Bank,Mshwari/KCB M-PESA,Bank,Mshwari/KCB M-PESA,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Talked to neighbor,1,No,,0,0,0,0,1,44.816666,1,,,,40-49,Primary,0,7,137,1,,1,0,0,1,0.5,1,0,0,1,0,4,0,0,0,0,0,0,0.38461539,0.25,0.023448832,1,0,0,1,0.32542241
Kibera,Male,57,Standard 7,Casual worker,"Monogamous couple (one man, one wife)",Own a small business,7,self/respondent,Standard 7,Casual worker,57,Yes,Yes,oldest/only spouse,Standard 6,Own a small business,40,Yes,Yes,own child,Form 1,Not working,18,No,,own child,Standard 8,Not working,15,,,own child,Standard 7,Not working,12,,,own child,Standard 4,Not working,7,,No,,,,10,1,7,2,7,1,1,9,1,0,oldest/only spouse,Yes,oldest/only spouse,2,No,,,No,,,,,,,No,,,"Fundraising,selling asset","To join nhif,to sell assets,to organise fundraising",Yes,Cellphone,Sofa,Chairs,Table,Agricultural land,,Loan from relatives,Gift from relatives,Loan from friends,Gift from friends,,,,,Yes,100,10,1,"Ugali,rice,vegetables and beans",Exercise to play football,Cement,Paraffin stove,0,0,0,Public tap,Other,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,No,Yes,No,Yes,100,150,No,No,Yes,Yes,You ,Spouse,Savings account,Interest,Shares,Investment,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Chama/ROSCA,Church or mosque,,Hawala,Bank,Bank,Hawala,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,3,No,,1,0,0,0,1,67.333336,,1,,,50-59,Primary,1,0,155,1,,1,0,,1,1,1,0,0,0,1,2.3,0,0,1,0,1,0,0.53846157,0.5,0.68203264,1,0,0,0,0.43078294
